,Ссылка,Название,Цена,Рассрочка,Диагональ экрана,Разрешение экрана,Частота обновления экрана,Тип матрицы,Процессор,Видеокарта,Размер оперативной памяти,Тип жесткого диска,Общий объем накопителей
311,https://kaspi.kz/shop/p/hp-victus-16-e0121ur-5a9g9ea-serebristyi-107490557/?c=710000000,Ноутбук HP Victus 16-e0121ur 5A9G9EA серебристый,729 990 ₸,46 184 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,1024 ГБ
312,https://kaspi.kz/shop/p/acer-aspire-7-a715-51g-nh-qhuer-004-chernyi-107658642/?c=710000000,Ноутбук Acer Aspire 7 A715-51G NH.QHUER.004 черный,699 990 ₸,44 286 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i7 1260P,GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
313,https://kaspi.kz/shop/p/hp-victus-16-e0148ur-638f3ea-serebristyi-107490665/?c=710000000,Ноутбук HP Victus 16-e0148ur 638F3EA серебристый,609 990 ₸,38 592 ₸,16.1 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
314,https://kaspi.kz/shop/p/acer-swift-x-sfx-16-51g-nx-ayler-003-seryi-106874126/?c=710000000,Ноутбук Acer Swift X SFX-16-51G NX.AYLER.003 серый,599 990 ₸,37 960 ₸,16.1 дюйм,1920x1080 Full HD,60 Гц,LCD,Intel Core i5 11320H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
315,https://kaspi.kz/shop/p/lenovo-thinkpad-t16-gen-1-21bv009jrt-chernyi-108519571/?c=710000000,Ноутбук Lenovo ThinkPad T16 Gen 1 21BV009JRT черный,1 194 969 ₸,75 602 ₸,16 дюйм,1920x1200 Full HD+,60 Гц,IPS,Intel Core i7 1255U,Intel Iris Xe,16 ГБ,SSD,1024 ГБ
316,https://kaspi.kz/shop/p/acer-nitro-5-an515-46-nh-qgxer-002-chernyi-108212869/?c=710000000,Ноутбук Acer Nitro 5 AN515-46 NH.QGXER.002 черный,629 990 ₸,39 858 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
317,https://kaspi.kz/shop/p/asus-tuf-dash-f15-fx516pe-90nr0641-m00560-chernyi-101405400/?c=710000000,Ноутбук ASUS TUF Dash F15 FX516PE 90NR0641-M00560 черный,799 990 ₸,50 613 ₸,15.6 дюйм,"1920x1080, широкоформатный",144 Гц,IPS,Intel Core i7 11370H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,512 ГБ
318,https://kaspi.kz/shop/p/lenovo-legion-5-82rb00nvrk-seryi-108356431/?c=710000000,Ноутбук Lenovo Legion 5 82RB00NVRK серый,749 990 ₸,47 450 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 12500H,NVIDIA GeForce RTX 3060,16 ГБ,SSD,512 ГБ
319,https://kaspi.kz/shop/p/acer-predator-helios-300-ph315-55-nh-qgmer-004-chernyi-107847515/?c=710000000,Ноутбук Acer Predator Helios 300 PH315-55 NH.QGMER.004 черный,1 199 990 ₸,75 920 ₸,15.6 дюйм,1920x1080,165 Гц,IPS,Intel Core i7 12700H ,NVIDIA GeForce RTX 3080,16 ГБ,SSD,1000 ГБ
320,https://kaspi.kz/shop/p/lenovo-ideapad-gaming-3-16arh7-82sc006frk-seryi-108635045/?c=710000000,Ноутбук Lenovo IdeaPad Gaming 3 16ARH7 82SC006FRK серый,786 095 ₸,49 734 ₸,16 дюйм,1920x1200 Full HD+,165 Гц,IPS,AMD Ryzen 7 6800H,NVIDIA GeForce RTX 3050 Ti,16 ГБ,SSD,1024 ГБ
321,https://kaspi.kz/shop/p/acer-an515-57-558x-nh-qfger-009-chernyi-107576760/?c=710000000,Ноутбук Acer AN515-57-558X NH.QFGER.009 черный,759 990 ₸,48 082 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Intel Core i5 11400H,NVIDIA GeForce RTX 3070,16 ГБ,SSD,512 ГБ
322,https://kaspi.kz/shop/p/acer-nitro-5-an515-45-nh-qbser-00d-chernyi-107798631/?c=710000000,Ноутбук Acer Nitro 5 AN515-45 NH.QBSER.00D черный,1 049 990 ₸,66 430 ₸,15.6 дюйм,1920x1080 Full HD,144 Гц,IPS,Ryzen 7 5800H,NVidia GeForce RTX 3080,16 ГБ,SSD,512 ГБ
323,https://kaspi.kz/shop/p/lenovo-thinkbook-16-g4-iap-21cy0010ru-seryi-108464017/?c=710000000,Ноутбук Lenovo ThinkBook 16 G4+ IAP 21CY0010RU серый,899 766 ₸,56 926 ₸,16 дюйм,2560x1600 WQXGA,60 Гц,IPS,Intel Core i7-1260P,Intel Iris Xe Graphics,16 ГБ,SSD,1000 ГБ
324,https://kaspi.kz/shop/p/lenovo-legion-5-15imh6-82nl00bxrk-chernyi-107673298/?c=710000000,Ноутбук Lenovo Legion 5 15IMH6 82NL00BXRK черный,629 990 ₸,39 858 ₸,15.6 дюйм,1920x1080 Full HD,120 Гц,IPS,Intel Core i7 10750H,NVIDIA GeForce RTX 3050,16 ГБ,SSD,512 ГБ
325,https://kaspi.kz/shop/p/lenovo-legion-7-16achg6-82n6001mrk-seryi-106887805/?c=710000000,Ноутбук Lenovo Legion 7 16ACHg6 82N6001MRK серый,1 299 990 ₸,82 246 ₸,16 дюйм,2560x1600 WQXGA,165 Гц,IPS,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3080,16 ГБ,SSD,1000 ГБ
